symbol_id,root,path,language,subsystem,symbol_kind,qualified_name,name,parent,visibility,line,end_line,is_async,decorators_or_modifiers,doc_or_signature,entrypoint_hint,parser_note,test_ref_count,test_refs,inventory_status,updated_at
CODE-SYMBOL-01336,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._restoreClientExperience,_restoreClientExperience,_PokrovSeedShellState,private,599,599,true,,Future<void> _restoreClientExperience() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01337,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,604,604,false,,setState(() { _clientExperience = restored; if (_locationsCatalog == null && restored.cachedLocations != null) { _locationsCatalog = restored.cachedLocations; _locationsUsingCache = true; } if (_notificationsInbox == null && restored.cached,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01338,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._queueClientExperienceWrite,_queueClientExperienceWrite,_PokrovSeedShellState,private,619,619,false,,void _queueClientExperienceWrite() {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01339,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._recordProtectionEvent,_recordProtectionEvent,_PokrovSeedShellState,private,628,628,false,,"void _recordProtectionEvent({ required String kind, required String title, required String detail, required PokrovProtectionEventTone tone, }) {",,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01340,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,646,646,false,,"setState(() { _clientExperience = _clientExperience.copyWith( protectionEvents: <PokrovProtectionEvent>[ event, ..._clientExperience.protectionEvents, ].take(20).toList(growable: false), ); });",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01341,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._addPostConnectShortcut,_addPostConnectShortcut,_PokrovSeedShellState,private,657,657,false,,"String? _addPostConnectShortcut(String label, String href) {",,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01342,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,673,673,false,,"setState(() { _clientExperience = _clientExperience.copyWith( postConnectShortcuts: <PokrovPostConnectShortcut>[ ..._clientExperience.postConnectShortcuts, shortcut, ], ); });",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01343,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._removePostConnectShortcut,_removePostConnectShortcut,_PokrovSeedShellState,private,685,685,false,,void _removePostConnectShortcut(String id) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01344,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,686,686,false,,"setState(() { _clientExperience = _clientExperience.copyWith( postConnectShortcuts: _clientExperience.postConnectShortcuts .where((item) => item.id != id) .toList(growable: false), ); });",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01345,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._openPostConnectShortcut,_openPostConnectShortcut,_PokrovSeedShellState,private,696,696,false,,Future<bool> _openPostConnectShortcut(PokrovPostConnectShortcut shortcut) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01346,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._selectRouteMode,_selectRouteMode,_PokrovSeedShellState,private,706,706,false,,void _selectRouteMode(RouteMode mode) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01347,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,710,710,false,,setState(() { _selectedRouteMode = mode; _managedProfileDirty = true; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01348,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._setRoutingPreferences,_setRoutingPreferences,_PokrovSeedShellState,private,716,716,false,,void _setRoutingPreferences(PokrovRoutingPreferences preferences) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01349,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,718,718,false,,"setState(() { _clientExperience = _clientExperience.copyWith( routingPreferences: preferences, ); _managedProfileDirty = true; _runtimeHeadline = 'Правила сохранены. Применим при следующем подключении.'; });",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01350,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._setPreferredLocation,_setPreferredLocation,_PokrovSeedShellState,private,732,732,true,,Future<void> _setPreferredLocation(String nodeCode) async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01351,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,744,744,false,,setState(() { _nodePreferenceBusy = true; _preferredNodeCode = normalized; _managedProfileDirty = true; _runtimeHeadline = 'Локация сохранена. Применим при следующем подключении.'; _clientExperience = _clientExperience.copyWith( recentNodeC,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01352,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,767,767,false,,setState(() { _preferredNodeCode = result.preferredNodeCode.trim().toLowerCase(); });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01353,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,787,787,false,,setState(() { _nodePreferenceBusy = false; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01354,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._toggleFavoriteLocation,_toggleFavoriteLocation,_PokrovSeedShellState,private,794,794,false,,void _toggleFavoriteLocation(String nodeCode) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01355,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,806,806,false,,"setState(() { _clientExperience = _clientExperience.copyWith( favoriteNodeCodes: next.take(50).toList(growable: false), ); });",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01356,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._addSelectedAppId,_addSelectedAppId,_PokrovSeedShellState,private,814,814,false,,void _addSelectedAppId(String value) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01357,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,819,819,false,,"setState(() { _selectedAppIds.add(normalized); if (widget.appContext.runtimeProfile.supportedRouteModes.contains( RouteMode.selectedApps, )) { _selectedRouteMode = RouteMode.selectedApps; } _managedProfileDirty = true; });",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01358,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._removeSelectedAppId,_removeSelectedAppId,_PokrovSeedShellState,private,830,830,false,,void _removeSelectedAppId(String value) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01359,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,831,831,false,,setState(() { _selectedAppIds.remove(value); _managedProfileDirty = true; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01360,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._selectTab,_selectTab,_PokrovSeedShellState,private,837,837,false,,void _selectTab(SeedTab tab) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01361,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,838,838,false,,setState(() { _selectedIndex = tab.index; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01362,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._refreshLocationsCatalog,_refreshLocationsCatalog,_PokrovSeedShellState,private,851,851,true,,Future<void> _refreshLocationsCatalog() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01363,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,857,857,false,,setState(() { _locationsCatalogBusy = true; _locationsCatalogError = null; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01364,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,869,869,false,,"setState(() { _locationsCatalog = catalog; _locationsCatalogError = null; _locationsUsingCache = false; _clientExperience = _clientExperience.copyWith( cachedLocations: catalog, locationsCachedAt: DateTime.now().toUtc().toIso8601String(), )",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01365,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,883,883,false,,setState(() { _locationsCatalogError = error.message; _locationsUsingCache = _locationsCatalog != null; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01366,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,891,891,false,,setState(() { _locationsCatalogError = error.toString(); _locationsUsingCache = _locationsCatalog != null; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01367,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,897,897,false,,setState(() { _locationsCatalogBusy = false; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01368,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._refreshSubscriptionInfo,_refreshSubscriptionInfo,_PokrovSeedShellState,private,904,904,true,,Future<void> _refreshSubscriptionInfo() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01369,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,916,916,false,,setState(() { _subscriptionInfo = info; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01370,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._refreshNotifications,_refreshNotifications,_PokrovSeedShellState,private,924,924,true,,Future<void> _refreshNotifications() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01371,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,930,930,false,,setState(() { _notificationsBusy = true; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01372,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,941,941,false,,"setState(() { _notificationsInbox = inbox; _notificationsUnread = inbox.unreadCount; _notificationsUsingCache = false; _clientExperience = _clientExperience.copyWith( cachedNotifications: inbox, notificationsCachedAt: DateTime.now().toUtc()",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01373,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,954,954,false,,setState(() { _notificationsUsingCache = _notificationsInbox != null; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01374,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,960,960,false,,setState(() { _notificationsBusy = false; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01375,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._markNotificationsRead,_markNotificationsRead,_PokrovSeedShellState,private,967,967,false,,void _markNotificationsRead() {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01376,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,970,970,false,,"setState(() { _notificationsUnread = 0; if (inbox != null) { final updated = ClientNotificationInbox( items: inbox.items .map( (item) => ClientNotificationItem( id: item.id, kind: item.kind, title: item.title, body: item.body, createdAt: it",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01377,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.unawaited,unawaited,_PokrovSeedShellState,private,1012,1012,false,,"unawaited( service .markClientNotificationsRead( hostPlatform: widget.appContext.hostPlatform, ids: unreadIds, ) .catchError((Object _) => false), );",,dart_regex,1,POKROV-app/packages/app_shell/test/app_first_runtime_bootstrap_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01378,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._fetchClientDevices,_fetchClientDevices,_PokrovSeedShellState,private,1022,1022,true,,Future<ClientDeviceList> _fetchClientDevices() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01379,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._revokeClientDevice,_revokeClientDevice,_PokrovSeedShellState,private,1032,1032,true,,Future<bool> _revokeClientDevice(String deviceId) async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01380,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._issueDevicePairingCode,_issueDevicePairingCode,_PokrovSeedShellState,private,1043,1043,true,,Future<ClientDevicePairingCode> _issueDevicePairingCode() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01381,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._cancelDevicePairingCode,_cancelDevicePairingCode,_PokrovSeedShellState,private,1055,1055,true,,Future<bool> _cancelDevicePairingCode(String pairingId) async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01382,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.dispose,dispose,_PokrovSeedShellState,private,1067,1067,false,,void dispose() {,,dart_regex,30,POKROV-app/packages/app_shell/test/pokrov_seed_app_test.dart; portal_bot/tests/test_app_first_service.py; portal_bot/tests/test_economy_bonus_referral_service.py; portal_bot/tests/test_economy_trial_service.py; portal_bot/tests/test_rewards_service.py; portal_bot/tests/test_sqlite_datetime_noise.py; tests/test_account_foundation.py; tests/test_account_recovery.py; tests/test_admin_payments_api.py; tests/test_antiabuse_privacy.py; tests/test_api_auth_and_tickets.py; tests/test_api_lifecycle_smoke.py; tests/test_api_p0_extensions.py; tests/test_api_payments_callbacks.py; tests/test_auth_sessions.py; tests/test_backend_route_gap_coverage.py; tests/test_bot_paywall.py; tests/test_collect_node_metrics_observability.py; tests/test_device_pairing_service.py; tests/test_feedbackbot_moderation.py; tests/test_free_cycle_service.py; tests/test_free_soft_profile_contract.py; tests/test_free_soft_profile_migrations.py; tests/test_helpbot_lifecycle.py; tests/test_incident_compensation_service.py; tests/test_internal_request_auth.py; tests/test_main_bot_ticket_attachments.py; tests/test_migrations_retention_templates.py; tests/test_node_observability_schema.py; tests/test_node_provisioning_service.py,inventory_only,2026-07-21
CODE-SYMBOL-01383,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.didChangeAppLifecycleState,didChangeAppLifecycleState,_PokrovSeedShellState,private,1075,1075,false,,void didChangeAppLifecycleState(AppLifecycleState state) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01384,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._resumeRuntimeAndTrustedWifiChecks,_resumeRuntimeAndTrustedWifiChecks,_PokrovSeedShellState,private,1083,1083,true,,Future<void> _resumeRuntimeAndTrustedWifiChecks() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01385,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._readCurrentWifi,_readCurrentWifi,_PokrovSeedShellState,private,1088,1088,false,,Future<PokrovWifiNetworkStatus> _readCurrentWifi() {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01386,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._requestCurrentWifiPermission,_requestCurrentWifiPermission,_PokrovSeedShellState,private,1096,1096,false,,Future<bool> _requestCurrentWifiPermission() {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01387,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._openSystemVpnSettings,_openSystemVpnSettings,_PokrovSeedShellState,private,1104,1104,false,,Future<bool> _openSystemVpnSettings() {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01388,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._activeTrustedWifi,_activeTrustedWifi,_PokrovSeedShellState,private,1112,1112,true,,Future<PokrovWifiNetworkStatus?> _activeTrustedWifi() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01389,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._blockConnectOnTrustedWifi,_blockConnectOnTrustedWifi,_PokrovSeedShellState,private,1122,1122,true,,Future<bool> _blockConnectOnTrustedWifi() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01390,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1131,1131,false,,setState(() { _runtimeHeadline = '$message Отключите паузу в правилах для ручного подключения.'; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01391,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._pauseRunningTunnelOnTrustedWifi,_pauseRunningTunnelOnTrustedWifi,_PokrovSeedShellState,private,1139,1139,true,,Future<void> _pauseRunningTunnelOnTrustedWifi() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01392,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1153,1153,false,,setState(() { _runtimeBusy = true; _runtimeDisconnecting = true; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01393,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1168,1168,false,,setState(() { _runtimeSnapshot = current; _runtimeHeadline = name == null || name.isEmpty ? 'POKROV поставлен на паузу в доверенной Wi-Fi сети.' : 'POKROV поставлен на паузу в сети «$name».'; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01394,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1184,1184,false,,setState(() { _runtimeHeadline = _runtimeUnexpectedErrorMessage(error); });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01395,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1190,1190,false,,setState(() { _runtimeBusy = false; _runtimeDisconnecting = false; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01396,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._launchExternalHandoff,_launchExternalHandoff,_PokrovSeedShellState,private,1199,1199,false,,Future<bool> _launchExternalHandoff(Uri uri) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01397,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._checkForClientUpdate,_checkForClientUpdate,_PokrovSeedShellState,private,1205,1205,true,,Future<void> _checkForClientUpdate() async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01398,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._showClientUpdatePrompt,_showClientUpdatePrompt,_PokrovSeedShellState,private,1236,1236,true,,Future<void> _showClientUpdatePrompt(ClientAppUpdateInfo update) async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01399,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.SizedBox,SizedBox,_PokrovSeedShellState,private,1331,1331,false,,"SizedBox( width: double.infinity, child: PokrovPressable( child: FilledButton.icon( key: const ValueKey('client-update-download'), icon: const Icon(Icons.download_rounded), label: const Text('Скачать'), onPressed: () { Navigator.of(sheetCon",,dart_regex,2,POKROV-app/packages/app_shell/test/design_system_contract_test.dart; POKROV-app/packages/app_shell/test/pokrov_seed_app_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01400,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.Center,Center,_PokrovSeedShellState,private,1347,1347,false,,"Center( child: TextButton( key: const ValueKey('client-update-later'), onPressed: () => Navigator.of(sheetContext).pop(), child: const Text('Позже'), ), ),",,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01401,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._openClientUpdateDownload,_openClientUpdateDownload,_PokrovSeedShellState,private,1367,1367,true,,Future<void> _openClientUpdateDownload(ClientAppUpdateInfo update) async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01402,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._openSafeHandoff,_openSafeHandoff,_PokrovSeedShellState,private,1390,1390,true,,"Future<void> _openSafeHandoff(String label, String value) async {",,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01403,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._redeemCodeInApp,_redeemCodeInApp,_PokrovSeedShellState,private,1425,1425,true,,Future<bool> _redeemCodeInApp(String value) async {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01404,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1455,1455,false,,setState(() { _managedProfileDirty = true; _subscriptionInfo = null; _runtimeHeadline = 'Устройство привязано к вашему аккаунту.'; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01405,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState.setState,setState,_PokrovSeedShellState,private,1480,1480,false,,setState(() { _managedProfileDirty = true; _runtimeHeadline = updatesAccess ? 'Код активирован. Доступ обновлен.' : 'Код обработан.'; });,,dart_regex,1,POKROV-app/packages/app_shell/test/design_system_contract_test.dart,inventory_only,2026-07-21
CODE-SYMBOL-01406,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._looksLikeDevicePairingCode,_looksLikeDevicePairingCode,_PokrovSeedShellState,private,1515,1515,false,,bool _looksLikeDevicePairingCode(String value) {,,dart_regex,0,,inventory_only,2026-07-21
CODE-SYMBOL-01407,POKROV-app,packages/app_shell/lib/src/shell/seed_shell.dart,dart,POKROV client app,method,_PokrovSeedShellState._looksLikeSubscriptionOrProxyLink,_looksLikeSubscriptionOrProxyLink,_PokrovSeedShellState,private,1522,1522,false,,bool _looksLikeSubscriptionOrProxyLink(String value) {,,dart_regex,0,,inventory_only,2026-07-21
